text,label
there is a kitten stuck in a storm drain outside the store :(,0.0
Power out foxboro ma @nationalgridus #HurricaineIrene,1.0
@saddamadamseve what storm was that?,0.0
"@speckledbird Sorry to hear this, Mike. We've passed your tweet along to our Upstate NY customer service team.",0.0
"power to the sour,",0.0
the nws storm prediction center has issued a severe thunderstorm watch until 9:00pm edt for ct: ma: me: nh: ny: pa: vt:.… http://j.mp/mPz9mB,0.0
5 Summertime Energy-Saving Ideas: http://ow.ly/cy9BF ,0.0
@nationalgridus ETA for power in #attleboro plz. If you can't tell us then either you are sadistic or incompetent. Both options are scary.,1.0
When is this storm gone get crazy?!,0.0
@nationalgridus power out woodside road Billerica ma,1.0
@nationalgridus another outage in the Attleboro area no idea how far it spreads! #massachusetts,1.0
@bytemyazzplz ~22 percent of Ptsmouth customers out. I do not have specifics on that area. No ETR available yet.,1.0
Finally the storm is hitting kokomo :),0.0
"@nationalgridus just need to switch service out of my name 6/30 in MA. Elec great, gas said couldn't do it today, call some other time.",0.0
"Hmmm, so @bigjimmurray knew that I was coming and thus specifically did everything in his power to avoid this area. Or not. :-D",0.0
No power on stocker rd. means I'm at a friend's houSe for the night with power.,1.0
Storm troopers look and fall like dominoes. #starwars @ETeare,0.0
(#Here4Brooklyn @nationalgridus) http://instagr.am/p/TLzTYpFibP/ ,0.0
Our words have the power to give life and to give death-To build and tear down-to lift or to destroy #UseYourWordsWiselyToday #Proverbs18:21,0.0
@SlickTalkEnt  RT#LITESKIN BDAY BASH FRIDAY DEC30 @ #THESPOTLOUNGE #MONEY#POWER #RESPECT  http://yfrog.com/ocgz7fxj,0.0
@apkulkarni The ETR for Chelmsford is 11/3 at 11:45pm.,1.0
Just spoke with a LIVE and NICE @nationalgridus employee who said my #Attleboro address is slated for repair today. Fingers crossed.,1.0
"I have never been so scared while working out. This guy just screamed as loud as he could, power walked to the the treadmill and is intense!",0.0
RT @nationalgridus: Text STORM to NGRID (64743) to sign up for free #HurricaneSandy text message alerts and updates. #pvdsandy #Providence,0.0
Three crews working on two outages impacting some Durham customers. More info as it's available,1.0
"“@TyngsboroughMA: Down limb leaves 300 @Nationalgridus customers w/out power Sunday. http://www.tyngsboroughma.gov/?p=4220 ”

But why don't we have power?!",1.0
@hartze Which phone number do you need?,0.0
Power hour nap then hitting the books,0.0
@MikesNewsWire We know this is a difficult situation. The damage was severe & we're working hard to get Franklin & everyone restored.,1.0
what sucks is we aren't given a choice. We have to put up with terrible customer service from @nationalgridus.,0.0
"Or as we like to call it: ""double twigs"" RT @nationalgridus: ""We are in full restoration mode.” --Marcy Reed, president, National Grid MA",1.0
Driving around surveying damage in Manchester. Can safely say power won't be restored anywhere for days.  http://yfrog.com/hspbzqfj,1.0
"Avoid using the phone, except for emergencies. Keep cell phones as charged as possible. #SandyPrep #Sandy (via @nationalgridus)",1.0
"To reach customer service, call 1-800-322-3223 in #MA & #RI, 1-800-642-4272 in upstate #NY & 1-718-643-4050 in #NYC.",0.0
"Ok all, heading to a power outlet for an hour. Stay safe! #N17 #ows",1.0
@daybreak1012 I do like locally / city / country run utilities. They do it around here with water & sewage. Why not power?,0.0
@Nationalgridus power is still out at berkeley st in north billerica any new etr?,1.0
How is it that almost every flight I am on gets delayed.  This is the worst power to have ever.,0.0
"@brucelegs Should be all set to make payment. If you're having trouble, please call CSD @ 800-662-7764.",0.0
"@n_blundo Though we are still assessing your location, our latest data shows an ETR of 10:45pm in some parts of Marlborough.",1.0
PSNH and NU crews heading south to help restore power #mdstorm @potomacedison http://ow.ly/bWFZM ,1.0
Context! RT @nationalgridus: Photo: Satellite comparison of last year's Hurricane Irene vs. #HurricaneSandy. http://twitpic.com/b8hj5f ,0.0
The snowplow just got to my block two days after the storm and did a half-assed job. Now there's only a foot of snow instead of two feet.,0.0
"Dear @nationalgridus, please stop giving us the run around and come do things at my new house so I can move in. xo, #HellOnHeelsGirl",0.0
@nbc10_brian Please see our latest tweets for the most up-to-date information on Westerly.,0.0
What a game!  Gnite twit fans.  TY Tom Brady and @nationalgridus for all your grant help tonight for @joeandruzzifndn #TouchdownsbyTom,0.0
Learn more about how our investment in @CleanLineEnergy will further our clean #energy goals. http://bit.ly/V48noE ,0.0
"Lights dimming and flickering. Please power, don't go out for the 4th time today... :(",1.0
Winter Storm Watch issued December 24 at 3:27PM EST until December 26 at 7:00PM EST by NWS Indianapolis http://twitzip.com/alerts/56047,0.0
"@LowbrowEvents Keep trying the 800 #. Call center is very busy, so it's best to stay in the line. If you have mobile access, try psnh.com",0.0
@nationalgridus#MA: unable to view pdf on smartphones,0.0
"#Brooklyn, #Queens & #StatenIsland customers: If you have no gas service, please call 718-643-4050 #NYSandy",1.0
"Looking forward to 2moros #EV event in #Boston, speakers from @PA_consulting, @A123systems, @UKTI and @NationalgridUS http://bit.ly/UaSVsD ",0.0
"Utility asked to buy customers storm generators: RIDGEFIELD, Conn. (AP) — Ridgefield's first selectman is asking... http://dlvr.it/2XgYQ0",0.0
Drinking a Storm King by @VictoryBeer @ Sibling Rivalry — http://untp.it/wdRsSj,0.0
"When someone feels threatened by you they give you power I find it funny she has nothin to be worried about its called the ""friend zone"" .",0.0
Old fridges use up to 4x more #energy than #efficient ones. Recycle old fridge & save up to $150/year http://bit.ly/z2RJv7  #RIOldestFridge,0.0
@nationalgridus Yippee Billerica is on your tweet.,0.0
"As part of our #EnergyWise program, we've collaborated w/@MHPIINC to help make its facilities more #energyefficient. http://bit.ly/Qfsrog ",0.0
@MGrosvenor we had a database outage and service has been restored. Sorry for the inconvenience! We will post more info on our blog.,1.0
"7:30pm Currently ~2,350 w/o power. All restored by midnight, except Wakefield. Work to continue there Thurs. morning. #nhirene #irene",1.0
"Still in CT, heading out on a bus tonight.  Power, but no cable.",1.0
“@nationalgridus: @NyCanuck It's http://bit.ly/oJatG9 ” <-- 3G down now too. Anyone want to check above link for estimate in zip 12850?,1.0
"""@akidnamedmarley: I really think I have the power to turn a straight girl gay.""Lmaoo Get Em !:)",0.0
"@nationalgridus any update on ETR for Pembroke, MA? Crossroads of valley and forest street.thx",1.0
"Soooo there's no power in Cambridge, MA.",1.0
@zarafs This is Emily at National Grid. Saw your tweets. How may I help you today? CC: @nationalgridUS,0.0
Some people can just command a room... Just with their presence... #Power,0.0
@crissy77RI Here is a link to access the PDF http://bit.ly/n93w9j  Please let me know if you have any trouble accessing it.,0.0
"@nationalgridus outage in 01463, got an eta on a fix?",1.0
"@bdfoye21 Please DM your phone, email and we'll have someone reach out to you.",0.0
Weathering the storm. #athena #firstsnow #hotelbarnight #blizzardinmybook @ Hotel Indigo http://instagr.am/p/Rv8BgjvbLQ/,0.0
I hear there are tons of fire trucks at 1st and Binney. Mall has no power.  #cambridgeblackout,1.0
"Whether large biz or #smallbiz, you can save #energy & money with gas conversion. Sign up for free consultation here http://bit.ly/bxoSlS ",0.0
"“@nationalgridus: Be advised that New England is expecting #Sandy's maximum impact from 8 PM tonight through 2 AM tomorrow, Tuesday.”",0.0
$89 for Six Sessions and T-shirt at Pure Power Boot Camp ($283 Value). Choose from Two Locations. http://bit.ly/efMGb5 via Groupon for 07088,0.0
The Remeha Commercial Daily is out! http://bit.ly/KouweE  ▸ Top stories today via @kajsagarpe @nationalgridus @ChrisFarrellZen,0.0
@jaytee1o4 get back before the storm or ur ass will be sleeping in an airport,0.0
@jakedougher @kylecmanning until you blackout watching it four times in a row you're not on my level. #mylevelisntsweet #stayoffit,0.0
"Quick power nap at the girls crib, headed home, gotta get up at 12 to go to work, starting the new year right, making money.",0.0
@nationalgridus ETR for Dracut?,1.0
power  @ Beside The Point http://instagr.am/p/NBbTEmtAfB/,0.0
Snow on Wednesday and Thursday — Winter Storm Watch Issued for Brookline http://bit.ly/Ao8Nxp  via http://outside.in/02467,0.0
@nationalgridus come to North providence when u get a chance.  Tomorrows good with me,0.0
"@sneakyfins Mike, as of this morning we aren't showing any outages in North Attleboro, MA. Please let us know if you still need assistance.",1.0
@liveunitedri You’re welcome. We’re happy to support community resources in the communities we serve.,0.0
"Tough loss by the @Patriots, but a win for the @JoeAndruzziFndn's Patient Touchdown Program. 2 #TouchdownsbyTom = 2 more $700 grants!",0.0
"@DannWhite Please let us know if you would like to connect to discuss this via email, phone or Twitter.",0.0
Congratulations! @CityYear champion @NationalGridus’s #MarcyReed: Management Award @bostonchamber 2012 Pinnacle Awards http://bit.ly/vRDJVm ,0.0
@adkchamber We're grateful to Ms. Stone of @Ncountrycoffee who is opening her cafe for our crews. Thank you! #irene #nyirene,0.0
"Violence can destroy power, cannot create power. Power & violence are opposites. Power comes from cooperation & consensus. #ows #arabspring",0.0
@nationalgridus we don't have power in parts of #Easton #MA. Are you working in the area?,1.0
HOUR of POWER time!!!!,0.0
"#WatchUsWed: ""Speed Mentoring"" at Brown's Brewing Co! Sponsors: @BerkshireBank @nationalgridus & Albany Medical Center pic.twitter.com/pUq9EsVr",0.0
STAY STRONG ...!!! THERE'S A RAINBOW AFTER EVERY STORM!!!! .....,0.0
"Another Stormy Night in the Southern Tier, Many Without Power http://bit.ly/iKnnWL via http://outside.in/13790",1.0
This is the calm before the storm.,0.0
Stop nationalgridus,0.0
"@xokathryn_ when power went out. And the fire is at the opposite end of boylston, near mass ave. the boylston T stop is by Tremont.",1.0
@amasan25 Great! Here is a link with all the info. Let us know if you have any more questions. http://ow.ly/ccqoZ ,0.0
"@nationalgridus yes we have, twice",0.0
Survived the storm! Back to work... (@ Boloco Support Center) http://4sq.com/WXOg15,0.0
@degusta True. But never discount the power of NYC's elite. There's a million millionaires here. Multiplied by $455...,0.0
"Photos: Yesterday's Osprey nest relocation in E. Providence, #RI. http://ow.ly/i/1eO0Y ,  http://ow.ly/i/1eO1i ",0.0
We helped save @nationalgridus customers 55 million kWh and $6.7m annually on their electric bills. - http://ow.ly/5XWd2,0.0
Flooding that we're dealing with at the #Amsterdam substation in #NY #NYirene #irene #nationalgrid http://twitpic.com/6dk8yt ,0.0
Power is restored to all customers affected by the outage in Cambridge. Thanks for your patience as we quickly analyzed & fixed the problem.,1.0
"“@nationalgridus: #LongIsland customers: If you smell natural gas, contact us as soon as possible at 1-800-490-0045. #Safety #NYSandy”",1.0
"We're still waiting, but progress: RT @nationalgridus #Westerly #RI update: As of 6 am successfully restored 1,007 customers/60% of outages",1.0
#IfIWasASerialKiller I would dress up as a power ranger niggas will just think I'm fighting evil,0.0
@Cmvenuti We don't have an ETR for Sutton yet. We will share one when we do. Do you have access to Outage Central?,1.0
"If u want Godlike power,make urslf one!There’s no easier way 2 motivate ur minions than 2 promise them smthng after they’re dead. #godliness",0.0
@dpurinton @nationalgridus no sh!t and gid forbid you don't pay it. I feel your pain buddy.,0.0
So there goes the power.,1.0
@aldermancookson I will fwd this to Cust Svc. At this time ETRs are avail only for those locations crews are working on.,1.0
"“@Blackout_Barbie: You have a boyfriend, I'm about to have Domino's pizza for breakfast, same thing right?” @juliewalsh1 hahahaha",0.0
Yes! “@HarvardBiz: The Power of the Introvert in Your Office http://s.hbr.org/NKkCrP ”,0.0
RT @NTom64: http://bit.ly/f03Kau Motherfucking BULK returns in Power Rangers Samurai!,0.0
@nationalgridus THANK YOU SO MUCH. power is now restored. sorry for all the rude customers you guys have had to deal with!,1.0
@nationalgridus why have we lost power in Stoughton ma?,1.0
@nationalgridus update on #Mendon #MA? Outage Central says assessing condition? Yesterday it said 8/31 12:00am.. Real ETR?,1.0
BREAKING Update from Tyngsboro EOC: Lakeview Ave CLOSED indefinitely tonight. @Nationalgridus estimates power to be restored Monday PM.,1.0
@trixietoodle Hope your 1st tweet experience is good! We have 2 trucks working that-it is a tree issue. No ETR yet.Will try to update soon.,1.0
"We took shit slow, got to be ""FRIENDS"" first, now it's finally official we r a power couple on the making, I love him.....",0.0
@nationalgridus So tell me where on your website does it say that I have to call a separate  phone # to set up gas?,0.0
H4277 [Update] AUTHORIZING THE CHANGE OF USE AND THE LEASE OF CERTAIN LAND IN THE TOWN OF LENOX FOR A SOLAR POWER... http://bitly.com/LW01kS,0.0
"National Grid has been preparing for #HurricaneSandy since early last wk, & our preparations continue around the clock.",0.0
@meganxmas and @xoxnakedmichael tweet more sensible shit when they're blackout.,0.0
"Wish I was in Stockholm to see Gardar Eide Einarsson's show ""Power Has a Fragrance""  http://bit.ly/hPC64L It looks politically electric",0.0
"National Grid employee, Kathleen Murray shares her personal account of #HurricaneSandy. http://bit.ly/TLx2kV  #NYSandy",0.0
So this is what the calm before the storm feels and looks like.,0.0
"Sen. Blumenthal says Congl delegation ""will fight for every dollar possible"" in Fed aid to help CT clean up storm damage.",0.0
"Thankful to be back in Boston, but more thankful to have power.",1.0
FINALLY got around to watching The Walking Dead. Convinced it's based on downtown Boston when a storm's about to hit. pic.twitter.com/ctRZRZ3,0.0
Come on @nationalgridus almost there! Gahhhh!,0.0
See yah later power,0.0
Our amazing caretaker Tom set up generator for fridge & hot water heater. #prepkidsolution No thanks to @nationalgridus. No damage no power,0.0
Thousands of patriotic Americans leaving the river due to an incoming storm. Been waiting   @ Newbury Street http://instagr.am/p/MrlCOGBezl/,0.0
@nationalgridus setting up auto payment from my checking account's bill pay.,0.0
Geeeeeeeez!“@nationalgridus: Photo: Satellite comparison of last year's Hurricane Irene vs. #HurricaneSandy. http://twitpic.com/b8hj5f ”,0.0
"@mykwindham We typically work 75 percent of crews during day for ~16 hours, and 25 percent overnight",0.0
Work flow till 12. Come drink up a storm ppl it's thirsty Thursday!!!  #makingthat$$$,0.0
"This lightning storm is Awesome! To bad I really have to get to sleep, I have work at 7am :-p",0.0
@nationalgridus ETR for Chelmsford MA RT 110 (Littleton RD),1.0
@twcablehelp I just got back from vacation and my cable is out switched boxes and was told there has been outage for 8 days! Wtf pls explain,1.0
"But, no really. When did it become 10 PM? Damn power naps are getting a little too powerful.",0.0
"More than 20,000 without power in Vermont: BURLINGTON, Vt. -- At least 20,000 power outages are still being reported... http://dlvr.it/2gnsZB",1.0
#Jon_Huntsman at PSNH employee town meeting at 4pm today. Live on CSPAN #fitnhttp://twitpic.com/835p77 ,0.0
"@kmccarth My attention was caught by the second title, so much so that I tweeted it. Power of words.",0.0
$89 for Six Sessions and T-shirt at Pure Power Boot Camp ($283 Value). Choose from Two Locations. http://bit.ly/efMGb5 via Groupon for 07657,0.0
Beware of scammers calling & asking for your NSTAR account & Social Security #’s so President Obama can pay your bill. http://yhoo.it/LbsTnN ,0.0
Calm before the storm... Introducing the Scion Festival Stage at Comcast Theatre  @ Comcast Theatre http://instagr.am/p/MPBLsiwhmN/,0.0
"Fire Power: Rouvain Bension outside the destroyed building where his catering business was located.: ""The busine... http://bit.ly/A3DepI",0.0
@rrnh1 You are welcome. Thank you for your patience!,0.0
"Of course, it's the media who have him much needed publicity to bring him to power in the first place. Useless media. @PritishNandy",0.0
"In collaboration with @squamlakecenter, the new Project OspreyTrack takes flight! Press release: http://conta.cc/okNUVE",0.0
"RT @Whitee42: National Grid ""Live Line"" demonstration of how the electrical system works http://yfrog.com/ocusixkj ",0.0
Money is power I dont care what anyone says,0.0
"Winter Storm Watch issued for South Quincy, MA http://norfolk.countyma.net/weather/south_quincy/warnings/?type=094&wxid=MA124CD6A9001C.WinterStormWatch.124CD6B5D224MA.BOXWSWBOX.94bf3f4b3169443f3410938216c9dd68 …",0.0
"Ive realized something... I have a Super Power,  lol.  I can sense an attractive women near me without looking, lol  http://yfrog.com/h3r6znrxj",0.0
@Mike_McClellan_thanks to @nationalgridus for getting the job done today! #goodwork #hotshowersfahdayzz,0.0
Viva la blackout with Dave ;) love em iRage,0.0
I made a blackout :D,0.0
"@franvivlasala Hello again, In case you miss the update, the estimated time of restoration is 10:30pm as long as all goes well. Thanks!",1.0
Fuck @nationalgridus. Sorry for blowing up your timelines guys #ventingoff,0.0
@transdusk Saw your tweets. Please tweet us back if there's anything we can assist you with today.,0.0
"If you have no gas service: Call 718-643-4050 in Bklyn, Queens & Staten Island, 1-800-930-5003 in Rockaways & 1-800-490-0045 in Long Island.",1.0
"@naimsays We appreciate the feedback, Naim. Do you still need assistance with your bill?",0.0
RT @opower: Check out from #CNN what OPOWER & @nationalgridus are doing to help motivate Americans to go green http://bit.ly/cqS1wM #NARUC,0.0
back online we had lighting and other stuff happen during this snow storm... lol,1.0
"When is power going to be restored to Mount Hope Street in Albany, New York?@nationalgridus",1.0
"""@nationalgridus: We've purchased 2,500 turkeys to distribute to #Sandy victims in #LongIsland,  #Rockaways & #StatenIsland on Tues.""Cooked?",0.0
@andrea_ford Hi there. We saw your tweet. How may we assist you today? Here to help.,0.0
"@ddoublegmoney If you follow us and DM your contact info (phone or email), we can connect.",0.0
@nationalgridus #foxboro the town should close all roads except to residents on Thursday. Public safety first!,0.0
Great way to start my day! (@ Prana Power Yoga) http://4sq.com/zplpM4,0.0
@IMPACTWRESTLING why would he blame it on AJ I already knew it wasn't him all AJ did was help him i think James storm should apologize 2 him,0.0
@melma_24 showing the haters Melma`S power,0.0
I actually bought a Power Ball ticket...soooo wish I'd win!!! #pipedreams,0.0
"Everyone has their own story. Life isnt about waiting for the storm to pass, its about learning how to dance in the rain.",0.0
Rapid Realty NYC Weathers the Rental Storm this Winter http://bit.ly/s5On91  via http://outside.in/11217,0.0
Thank you NG.  RT @nationalgridus: All eight #MA hospitals that experienced outages were restored overnight on Monday. #Sandy,1.0
Power is out everything is so dark.,1.0
Glitches hit Google mail: Google's Gmail service appears to be back to normal after experiencing a brief outage this... http://dlvr.it/2cZQ8B,0.0
Exhibit of green bldng proposals in #boston @BACAdmissions! http://bit.ly/oNkVB4   Thx @nadavbg @Bostonneighbor @renewboston @nationalgridus,0.0
The power would be out in half of the Square One Mall,0.0
@Blackout_Barbie omg your hair is flawless.....,0.0
I hope this snow storm starts fucking shit up,0.0
"Voca People-quirky a cappella novelty act by 8 bald white-faced aliens who need the ""power of musica"" to get home. http://4sq.com/vcjaWa",0.0
National Grid begins preparations in anticipation of Hurricane Earl arrival later this week: http://tinyurl.com/2a3wgsr,0.0
Power hour (@ 99 cent Bazar) http://4sq.com/gSwHum,0.0
RT @nationalgridus Why did a service truck go through my neighborhood without stopping to restore my power? Info here http://bit.ly/vojkDO ,1.0
@nationalgridus @sayyessyracuse @DMVFilmFest #ActorsIntensive w/CastingDir #WinsomeSinclair! Jun16! DC/MD/VA. pic.twitter.com/x3ahAk0a #rt,0.0
1 hour of angry birds worldwide represents 16 years of human power spent #EcoHackNYC,0.0
"@nationalgridus is there any update for Stoughton, MA? When can we expect power to be back on?",1.0
@socko5167 Saw your tweet. Please DM your location and contact information (email/phone) so we can assist you.,0.0
"@ptkms ""@nationalgridus: truly the worst."" i bet you they'll use that as their tagline and not even pay you for it.",0.0
The great blackout of 2012... (@ Flatbread Company at Sacco's Bowl Haven w/ 8 others) [pic]: http://4sq.com/Jqpr2Z,1.0
"@SarahPouliot If no light bulbs, means we're not showing an outage at your location. If incorrect, please report outage to 1-800-465-1212.",1.0
@nationalgridus Any word on when power will be back on in Lake Placid/Saranac Area?,1.0
"Winter Storm Watch issued for Medford, MA http://middlesex.countyma.net/weather/medford/warnings/?type=094&wxid=MA124CD6797C0C.WinterStormWatch.124CD67AB93CMA.BOXWSWBOX.02930b03041d8771137a6c41e813b996 …",0.0
"15,000 Worcester customers will benefit from next-generation technologies thru “Energize Worcester” #smartgrid http://bit.ly/yYHaBj ",0.0
Goggles and a waiver. This should be fun! (@ New Museum w/ @tr_straub) http://4sq.com/vpLDQz,0.0
#Energy-saving tip: Do you have windows that need replacing? http://bit.ly/SrvJU7 ,0.0
@nationalgridus what are the estimated restoration times for nate whipple in  cumberland ri?,1.0
@nationalgridus WHEN IS BARRINGTON RI GETTING POWER??? PLEASE!!!!!,1.0
@edsesi18 Just came through. Thanks!,0.0
"Thanks @MrTightWatt for sharing infrared issues of heat loss. Pic worth 1,000 words! http://1.usa.gov/K9Pbqf ",0.0
"Beam me up, Scotty! #StarTrek inspired home becomes more #energyefficient http://bit.ly/QzEc93 ",0.0
So... Back Bay outage again.  Can't wait to hear about this on tonight's news.,1.0
Goodnight moon. Goodnight room. Goodnight electric power any time soon. #lipa,1.0
"So happy to have power back today after 28 hours! Thank you @nationalgridus, we know your crews are working hard",1.0
@nationalgridus like I couldn't check the website myself..thanks for the useful and really helpful info..,0.0
Cooking and wrapping up a storm! (@ My Kitchen) http://4sq.com/vy3xxN,0.0
@ThunderS7ruck @davidvonderhaar wouldn't that perk be in the same family as stopping power & jugg?,0.0
Who went on vacation and forgot her bathing suit?  This girl!  Now parked on Rt 2 in a storm  @ route 2 West http://instagr.am/p/N9WjcIFChM/,0.0
@nationalgridus ETA on Elm St.? Power was up then down.,1.0
Hail storm on 93 #confused,0.0
#CassandraNYC link to the storm Cassandra bolt mentioned in todays ralk https://github.com/ptgoetz/storm-cassandra …,0.0
Lady + JR + MGH + JVA = Welcome to 2011! (@ Stone Rose Lounge w/ 2 others) [pic]: http://4sq.com/hylvf2,0.0
"Down to abt 59k customers w/o power, crews out in force today with help from Hydro Quebeck on the way http://ow.ly/eUc3Q ",1.0
@jdinatale820 coulda been at the brown flamingo during a blackout..il check my wristbands.,0.0
@nationalgridus how about helping out @DaleEArnold ? He might have to sleep in the #NESN studios tonight!,0.0
HB05502 [Update] An Act Concerning Standing To Appeal A Zoning Decision And Municipal Power To Obtain A Search Wa... http://bitly.com/hjIjsF,0.0
@nationalgridus why were there trucks on lowell st and evergreen Ln for 3 hours last nite 7-10pm and no one bothered to get out of the truck,0.0
"If it is that bad go to a @RedCross shelter! Find it at http://Red http://Cross.org  MT @nationalgridus: Stay safe, stay warm. @fox25news",0.0
@nationalgridus #ri eta on power for hill farm camp rd coventry ri 02817,1.0
The gathering before the storm (@ Buddy Media HQ w/ 4 others) [pic]: http://4sq.com/sxOpGh,0.0
"@CarolinaBerm oh god, don't tell me there's gonna be a ice storm!!! T-T Oh gosh, no Ian looked better in his get-up then I did!!",0.0
@Breedon @nationalgridus I hate it,0.0
#Energized students in #Buffalo - With @BNMC we presented certificates to students from the Model Energy Home Challenge http://ow.ly/i/ygCa ,0.0
@iNeedKicks @jcabrena I really don't get involved with re-selling..I feel i gives punks a little too much perceived power. I just buy retail,0.0
"@nationalgridus Bradford section of Haverhill, Ma 01835 1153 cust out.. Any ETR?",1.0
"NJ Transit Rail: due to Power problem, both directions Northeast Corridor Line NY Penn Sta (Mnhttn)  to Trenton Sta (...http://bit.ly/5Xuc69",1.0
Community support continues w/employees working side-by-side w/local officials & community orgs. to help those in the hard-hit areas. #Sandy,0.0
"@nationalgridus no, the text function said to tweet this name if you didn't have power.  Just tweeted location outage.",1.0
Winter Storm Watch issued December 23 at 3:41PM EST until December 26 at 7:00PM EST by NWS Indianapolis http://twitzip.com/alerts/55803,0.0
The blood will never loose it's power,0.0
@massgov @nationalgridus hey maybe Mass will try to get nationalgrid to do something! Horrible!!!!,0.0
#NY update: National Grid anticipates completing the majority of restoration efforts tonight. #UNY,1.0
"""I've had money and power and knowledge, love pain and regret, but most importantly Ive had resilience to survive the bullshit in between""",0.0
#MA customers: We’re lowering residential electricity & natural gas rates as of May 1 http://bit.ly/GPCWIZ ,
"#FF Great energy orgs participating in events this week: @SmartWattEnergy, @GFfab8, @RI_PPL, @PA_Consulting, @PA_greenpower",
A group from Big Brothers - Big Sisters toured Amoskeag Hydro today. http://twitpic.com/4zcugj,
NSTAR salutes Massachusetts for once again ranking #1 nationally in energy efficiency according to ACEEE. http://bit.ly/9lVZAn ,
".@nationalgridus, your new website is a disaster. Thanks for making it difficult to pay my bill on time, assholes.",
National Grid awards grants to Schoharie Cty businesses impacted by Irene. Funds available in upstate NY. http://bit.ly/tai39c  #irene,
Never underestimate the power of love,
Friday Afternoon Report: Calm Before the Storm http://bit.ly/vS2e2G  via http://outside.in/10301,
anddddddd there goes the power #Sandy,
Boom!  Big night for #TouchdownsbyTom & @nationalgridus  & @JoeKane52,
Falling Tree Traps Portland Firefighters During Storm - http://bit.ly/LwNG0s  #EastHampton #Connecticut,
Just took me a nice 15 min  power nap at work,
"just heard some thunder, this snow storm is pretty damn death metal...",
The storm is coming  @ Johnnie's Fresh Market http://instagr.am/p/RWFPJrw_Tp/,
"Psyched to have power again, thanks @nationalgridus",
"Winter Storm Warning issued for Bristol, CT http://countyct.net/weather/hartford/bristol/warnings/?type=024&start=1319830020&end=1319859000 …",
"@sarahjevo 3 customers? Three separate homes...? Or, 3 of you in one home?",
@amasan25 You can also call our rebate line at 1-800-292-2032.,
DMV still affected by power problems http://bit.ly/mvZ7h2 via http://outside.in/13901,
@justinfan244888 Crews are still working on outage in your area. If you have not reported please call 18006627764. Thank you for your...,
"Thanks @HESConsumer for #energy tips to trim greenhouse-gas emissions 
http://bit.ly/PDrPbu  #energyefficiency",
I'm at Back Bay Blackout w/ @kevinsemagin http://4sq.com/xiUZIW,
@walterelly Thanks - still a few tweaks to go. Appreciate the heads' up,
This storm right now <3 #relaxinggggg,
@nationalgridus Power restored-thank you for the great job!,
"Humans vs. automated search: Why ppl power is cool again -  #mashable http://bit.ly/fIA9OY #algorithmicfatigue
RT @Kevindoylejones",
@BostonGasMan Will do! Sorry the Bulls beat the Celts last night in Chicago. Thanks for following!,
"Hospital Expansion Updates, Fair Lawn Man Killed in Motorcycle Crash, Power Outages Top Cou http://bit.ly/vDcLSw  via http://outside.in/07020",
power up! (@ L'Annam Vietnamese Cuisine w/ @nodrog321) http://4sq.com/t0PVYJ,
Braved the storm with @charmmiez !!,
"1st time in company history: Gas Service Workers head East to assist @nationalgridus. Stay safe, all! http://on.fb.me/TuZKEg   ^LY",
At this point all I care about is having my power back....,
"Killer pressing & pulling session from my athletes tonight, crazy rope finisher kept the storm at bay. Now bring it on Thor! #STRONGisSexy",
Good Monday morning! Checking out the weather forecast. Winter storm watch from tonight into Wed.,
"We've restored 93% of gas outages in Newport, and nearly 30% of the more heavily affected Westerly #RI. #RISandy",
"So @nationalgridus left vm asking to call them back. I did, was put on hold to wait for next rep. Hung up. U called me, remember?",
I think the ruskies need a punch in the balls the source of their commie power,
Just got off a conference call w/ @nationalgridus - Pres Marcy Reed: my vacation to Hawaii during #MAIrene had no affect on restoration #wbz,
@RIDave It will be available as soon as possible.,
“@ZodiacFacts: As a #Virgo Your Attractive Power: The power of discernment.” #truth,
"Sigh: “nationalgridus: Because damage to our system is so significant & widespread, restoration is expected to last into weekend …”",
Bout to get fucked by this storm...no lube.,
@nationalgridus Is there an ETA for areas in Dudley MA still without power?,
dad wanted the meat off of my porkchop bone so I told him to roll like a dog and he did it #power,
#RI Update: ETR of 9/3 w/ remaining affected customers restored by 9/4 in #Conventry #Cranston #Cumberland #EastGreenwich #EastProvidence,
"#RI update: Crews are working to replace over 200 poles, 1,070 sections of power lines and over 40 transformers.",
"Wherever you travel, @CityYear has a location - and a blog - to help find ways to support #community http://bit.ly/xtxMVa ",
@christinainge can you dm me your email address and I can takes this up with the customer team.,
Hey Susan Cain.  I have books in my suitcase. :-)  : The power of introverts #TED : http://on.ted.com/o6WR,
@nationalgridus @patriots @Dougb0SsmAn23 I guess he'll be donating $0,
@mikeyhatesit like tonight's episode where they mention the blackout in NYC (in 2003 I think),
'After The Storm' by @cassandrabridal is the photo of the day for New York City. http://j.mp/bAO4QG #nyc,
@nationalgridus We are powered up! Thanks to all of your crews for their hard work to restore power to those of us affected by #Irene!,
"@nationalgridus Preservation Dr in Exeter, RI just lost power.",
"""To give a man power without accountability is to establish a tyrant"" RT @lancearmstrong: Tim Dockery nails it. http://tinyurl.com/czkc3zb",
"""Just to think it all began on a non-eventful morn! 'Come in,' she
said, 'I'll give you shelter from the storm.'""",
"@nationalgridus hi, do you provide connection services on saturdays? thanks. #worcester #ma",
RT @nationalgridus: Text IRENE to 50101 to receive mobile text updates from National Grid.,
